"Sanction Counts, Trend"
"All Districts"

"",,,"Year",,,,
"Capitol Region Education Council","=""2410014""","In-School Suspension",557,1641,1122,1350,1684
"Capitol Region Education Council","=""2410014""","Out-of-School Suspension",64,127,284,467,415
"Capitol Region Education Council","=""2410014""","Expulsion",9,0,"*",0,"*"
"Capitol Region Education Council","=""2410014""","Bus Suspension","*","*",17,17,31
"Chaplin School District","=""0240011""","In-School Suspension",0,"*",0,0,"*"
"Chaplin School District","=""0240011""","Out-of-School Suspension","*",0,"*",0,0
"Chaplin School District","=""0240011""","Expulsion",0,0,0,0,0
"Chaplin School District","=""0240011""","Bus Suspension",0,0,0,0,0
"Cheshire School District","=""0250011""","In-School Suspension",205,148,168,134,174
"Cheshire School District","=""0250011""","Out-of-School Suspension",91,89,72,95,95
"Cheshire School District","=""0250011""","Expulsion","*","*",0,"*","*"
"Cheshire School District","=""0250011""","Bus Suspension",10,12,17,10,31
"Chester School District","=""0260011""","In-School Suspension","*",0,"*","*",0
"Chester School District","=""0260011""","Out-of-School Suspension","*","*",0,0,0
"Chester School District","=""0260011""","Expulsion",0,0,0,0,0
"Chester School District","=""0260011""","Bus Suspension",0,"*",0,0,0
"Clinton School District","=""0270011""","In-School Suspension",257,226,131,145,82
"Clinton School District","=""0270011""","Out-of-School Suspension",74,70,53,57,38
"Clinton School District","=""0270011""","Expulsion","*","*","*","*","*"
"Clinton School District","=""0270011""","Bus Suspension","*",0,"*","*","*"
"Colchester School District","=""0280011""","In-School Suspension",210,277,204,200,117
"Colchester School District","=""0280011""","Out-of-School Suspension",44,66,75,55,38
"Colchester School District","=""0280011""","Expulsion",7,"*",6,"*","*"
"Colchester School District","=""0280011""","Bus Suspension",13,11,"*","*","*"
"Colebrook School District","=""0290011""","In-School Suspension",0,"*","*","*","*"
"Colebrook School District","=""0290011""","Out-of-School Suspension",0,"*","*",0,0
"Colebrook School District","=""0290011""","Expulsion",0,0,0,0,0
"Colebrook School District","=""0290011""","Bus Suspension",0,0,"*",0,0
"Columbia School District","=""0300011""","In-School Suspension",19,"*","*",36,14
"Columbia School District","=""0300011""","Out-of-School Suspension","*","*",0,8,0
"Columbia School District","=""0300011""","Expulsion","*",0,0,0,0
"Columbia School District","=""0300011""","Bus Suspension",0,0,0,"*",0
"Common Ground High School District","=""2680013""","In-School Suspension",17,"*",13,9,"*"
"Common Ground High School District","=""2680013""","Out-of-School Suspension","*","*",12,10,13
"Common Ground High School District","=""2680013""","Expulsion","*","*",0,0,"*"
"Common Ground High School District","=""2680013""","Bus Suspension",0,0,0,0,0
"Connecticut Technical High School System","=""9000016""","In-School Suspension",4121,2814,2189,2002,1684
"Connecticut Technical High School System","=""9000016""","Out-of-School Suspension",1141,824,772,824,807
"Connecticut Technical High School System","=""9000016""","Expulsion",99,81,78,77,60
"Connecticut Technical High School System","=""9000016""","Bus Suspension",0,"*","*",0,6
"Cooperative Educational Services","=""2430014""","In-School Suspension",37,"*",14,20,"*"
"Cooperative Educational Services","=""2430014""","Out-of-School Suspension",82,90,78,66,82
"Cooperative Educational Services","=""2430014""","Expulsion",0,0,0,0,0
"Cooperative Educational Services","=""2430014""","Bus Suspension","*","*",6,"*",0
"Cornwall School District","=""0310011""","In-School Suspension",0,0,0,"*","*"
"Cornwall School District","=""0310011""","Out-of-School Suspension",0,0,0,0,0
"Cornwall School District","=""0310011""","Expulsion",0,0,0,0,0
"Cornwall School District","=""0310011""","Bus Suspension",0,0,0,0,0
"Coventry School District","=""0320011""","In-School Suspension",242,114,141,76,39
"Coventry School District","=""0320011""","Out-of-School Suspension",63,28,31,30,31
"Coventry School District","=""0320011""","Expulsion",8,8,0,"*","*"
"Coventry School District","=""0320011""","Bus Suspension",12,7,"*","*","*"
"Cromwell School District","=""0330011""","In-School Suspension",357,327,274,215,185
"Cromwell School District","=""0330011""","Out-of-School Suspension",83,73,51,63,63
"Cromwell School District","=""0330011""","Expulsion","*","*",0,0,0
"Cromwell School District","=""0330011""","Bus Suspension","*","*","*",16,16
"Danbury School District","=""0340011""","In-School Suspension",2010,2280,1734,2246,1504
"Danbury School District","=""0340011""","Out-of-School Suspension",809,556,548,669,490
"Danbury School District","=""0340011""","Expulsion",9,0,"*",0,"*"
"Danbury School District","=""0340011""","Bus Suspension","*","*","*",14,6
"Darien School District","=""0350011""","In-School Suspension",55,40,54,54,39
"Darien School District","=""0350011""","Out-of-School Suspension",17,"*",35,11,"*"
"Darien School District","=""0350011""","Expulsion",0,0,"*","*","*"
"Darien School District","=""0350011""","Bus Suspension","*",0,0,0,0
"Deep River School District","=""0360011""","In-School Suspension","*","*","*",7,10
"Deep River School District","=""0360011""","Out-of-School Suspension","*","*","*",0,"*"
"Deep River School District","=""0360011""","Expulsion",0,0,0,0,0
"Deep River School District","=""0360011""","Bus Suspension",0,"*",0,"*","*"
"Derby School District","=""0370011""","In-School Suspension",150,271,212,306,148
"Derby School District","=""0370011""","Out-of-School Suspension",149,163,171,153,123
"Derby School District","=""0370011""","Expulsion","*",13,"*",18,17
"Derby School District","=""0370011""","Bus Suspension",11,9,10,"*","*"
"East Granby School District","=""0400011""","In-School Suspension",26,34,38,49,57
"East Granby School District","=""0400011""","Out-of-School Suspension",12,11,13,12,40
"East Granby School District","=""0400011""","Expulsion",0,0,0,0,0
"East Granby School District","=""0400011""","Bus Suspension",0,0,"*",0,0
"East Haddam School District","=""0410011""","In-School Suspension",55,0,0,25,24
"East Haddam School District","=""0410011""","Out-of-School Suspension",15,0,0,"*","*"
"East Haddam School District","=""0410011""","Expulsion",0,0,0,"*",0
"East Haddam School District","=""0410011""","Bus Suspension",0,0,0,0,0
"East Hampton School District","=""0420011""","In-School Suspension",115,79,78,70,101
"East Hampton School District","=""0420011""","Out-of-School Suspension",18,17,26,18,14
"East Hampton School District","=""0420011""","Expulsion",0,0,0,0,0
"East Hampton School District","=""0420011""","Bus Suspension","*",0,0,0,"*"
"East Hartford School District","=""0430011""","In-School Suspension",3109,2282,2374,2345,1943
"East Hartford School District","=""0430011""","Out-of-School Suspension",2013,1343,1383,1632,736
"East Hartford School District","=""0430011""","Expulsion",41,23,18,29,13
"East Hartford School District","=""0430011""","Bus Suspension",22,42,61,40,41
"East Haven School District","=""0440011""","In-School Suspension",644,521,330,213,321
"East Haven School District","=""0440011""","Out-of-School Suspension",263,168,211,164,275
"East Haven School District","=""0440011""","Expulsion",6,"*","*","*","*"
"East Haven School District","=""0440011""","Bus Suspension",0,"*",0,"*","*"
"East Lyme School District","=""0450011""","In-School Suspension",163,118,90,149,132
"East Lyme School District","=""0450011""","Out-of-School Suspension",34,26,42,48,34
"East Lyme School District","=""0450011""","Expulsion",0,0,0,"*","*"
"East Lyme School District","=""0450011""","Bus Suspension",7,9,7,10,6
"East Windsor School District","=""0470011""","In-School Suspension",296,243,198,106,133
"East Windsor School District","=""0470011""","Out-of-School Suspension",118,92,100,47,59
"East Windsor School District","=""0470011""","Expulsion",0,"*",7,"*","*"
"East Windsor School District","=""0470011""","Bus Suspension",12,"*",18,"*",32
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","In-School Suspension",21,30,0,47,36
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Out-of-School Suspension",22,44,0,64,59
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Expulsion",0,0,0,0,0
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Bus Suspension",0,"*",0,"*",0
"Eastford School District","=""0390011""","In-School Suspension",7,"*",6,"*","*"
"Eastford School District","=""0390011""","Out-of-School Suspension",0,"*","*","*","*"
"Eastford School District","=""0390011""","Expulsion","*",0,0,0,0
"Eastford School District","=""0390011""","Bus Suspension",0,0,0,0,"*"
"Easton School District","=""0460011""","In-School Suspension",11,"*",25,"*",15
"Easton School District","=""0460011""","Out-of-School Suspension","*","*","*","*",0
"Easton School District","=""0460011""","Expulsion",0,0,0,0,0
"Easton School District","=""0460011""","Bus Suspension",0,0,"*",0,0
"Education Connection","=""2420014""","In-School Suspension",0,"*",17,"*",12
"Education Connection","=""2420014""","Out-of-School Suspension",0,10,50,39,45
"Education Connection","=""2420014""","Expulsion",0,0,0,0,0
"Education Connection","=""2420014""","Bus Suspension",0,0,0,0,0
"Ellington School District","=""0480011""","In-School Suspension",248,232,154,199,209
"Ellington School District","=""0480011""","Out-of-School Suspension",73,57,53,60,48
"Ellington School District","=""0480011""","Expulsion","*","*","*",0,7
"Ellington School District","=""0480011""","Bus Suspension","*","*","*","*",11
"Elm City College Preparatory School District","=""2890013""","In-School Suspension",94,230,365,152,158
"Elm City College Preparatory School District","=""2890013""","Out-of-School Suspension",448,398,254,137,185
"Elm City College Preparatory School District","=""2890013""","Expulsion","*","*","*","*","*"
"Elm City College Preparatory School District","=""2890013""","Bus Suspension",0,"*","*",34,25
"Enfield School District","=""0490011""","In-School Suspension",969,981,789,777,714
"Enfield School District","=""0490011""","Out-of-School Suspension",256,313,327,310,289
"Enfield School District","=""0490011""","Expulsion",22,24,25,14,14
"Enfield School District","=""0490011""","Bus Suspension","*",26,"*",12,0
"Essex School District","=""0500011""","In-School Suspension",0,6,"*","*",0
"Essex School District","=""0500011""","Out-of-School Suspension",0,"*","*","*",0
"Essex School District","=""0500011""","Expulsion",0,0,0,0,0
"Essex School District","=""0500011""","Bus Suspension",0,0,0,0,0
"Explorations District","=""1480011""","In-School Suspension",36,0,0,0,0
"Explorations District","=""1480011""","Out-of-School Suspension","*",0,0,0,0
"Explorations District","=""1480011""","Expulsion",0,0,0,0,0
"Explorations District","=""1480011""","Bus Suspension",0,0,0,0,0
"Explorations District","=""2720013""","In-School Suspension",36,19,10,11,12
"Explorations District","=""2720013""","Out-of-School Suspension","*",11,28,"*",16
"Explorations District","=""2720013""","Expulsion",0,0,0,0,0
"Explorations District","=""2720013""","Bus Suspension",0,0,0,0,0
"Fairfield School District","=""0510011""","In-School Suspension",374,328,297,187,275
"Fairfield School District","=""0510011""","Out-of-School Suspension",63,62,40,46,58
"Fairfield School District","=""0510011""","Expulsion","*",0,7,0,"*"
"Fairfield School District","=""0510011""","Bus Suspension","*","*","*",12,"*"
"Farmington School District","=""0520011""","In-School Suspension",59,49,66,55,56
"Farmington School District","=""0520011""","Out-of-School Suspension",29,54,36,22,29
"Farmington School District","=""0520011""","Expulsion","*",0,"*",0,"*"
"Farmington School District","=""0520011""","Bus Suspension",14,"*",8,0,"*"
"Franklin School District","=""0530011""","In-School Suspension",0,"*",11,11,"*"
"Franklin School District","=""0530011""","Out-of-School Suspension","*",0,0,0,"*"
"Franklin School District","=""0530011""","Expulsion",0,0,0,0,0
"Franklin School District","=""0530011""","Bus Suspension",0,0,0,0,0
"Glastonbury School District","=""0540011""","In-School Suspension",163,129,160,128,96
"Glastonbury School District","=""0540011""","Out-of-School Suspension",39,44,56,24,24
"Glastonbury School District","=""0540011""","Expulsion",14,6,"*","*",0
"Glastonbury School District","=""0540011""","Bus Suspension","*","*",0,"*","*"
"Granby School District","=""0560011""","In-School Suspension",72,52,63,78,102
"Granby School District","=""0560011""","Out-of-School Suspension","*",12,14,"*",11
"Granby School District","=""0560011""","Expulsion","*","*","*","*","*"
"Granby School District","=""0560011""","Bus Suspension","*",11,7,"*",8
"Great Oaks Charter School District","=""2940013""","In-School Suspension",0,0,0,29,101
"Great Oaks Charter School District","=""2940013""","Out-of-School Suspension",0,0,0,125,99
"Great Oaks Charter School District","=""2940013""","Expulsion",0,0,0,0,0
"Great Oaks Charter School District","=""2940013""","Bus Suspension",0,0,0,"*","*"
"Greenwich School District","=""0570011""","In-School Suspension",272,208,126,133,86
"Greenwich School District","=""0570011""","Out-of-School Suspension",56,70,72,62,52
"Greenwich School District","=""0570011""","Expulsion","*",7,"*","*","*"
"Greenwich School District","=""0570011""","Bus Suspension","*","*","*",0,0
"Griswold School District","=""0580011""","In-School Suspension",437,309,260,207,146
"Griswold School District","=""0580011""","Out-of-School Suspension",161,102,131,109,61
"Griswold School District","=""0580011""","Expulsion","*","*","*","*",6
"Griswold School District","=""0580011""","Bus Suspension",0,0,0,0,0
"Groton School District","=""0590011""","In-School Suspension",539,479,479,607,637
"Groton School District","=""0590011""","Out-of-School Suspension",363,267,325,301,292
"Groton School District","=""0590011""","Expulsion",26,17,11,"*","*"
"Groton School District","=""0590011""","Bus Suspension","*",9,13,12,"*"
"Guilford School District","=""0600011""","In-School Suspension",198,127,102,70,65
"Guilford School District","=""0600011""","Out-of-School Suspension",87,54,67,38,43
"Guilford School District","=""0600011""","Expulsion",6,"*",8,"*","*"
"Guilford School District","=""0600011""","Bus Suspension","*","*","*","*",0
"Hamden School District","=""0620011""","In-School Suspension",1040,1078,881,581,572
"Hamden School District","=""0620011""","Out-of-School Suspension",439,520,538,357,370
"Hamden School District","=""0620011""","Expulsion",36,18,10,19,7
"Hamden School District","=""0620011""","Bus Suspension",22,29,19,44,34
"Hampton School District","=""0630011""","In-School Suspension","*",0,0,0,"*"
"Hampton School District","=""0630011""","Out-of-School Suspension",0,0,0,0,0
"Hampton School District","=""0630011""","Expulsion",0,0,0,0,0
"Hampton School District","=""0630011""","Bus Suspension",0,0,"*",0,0
"Hartford School District","=""0640011""","In-School Suspension",3850,3945,3968,3774,3965
"Hartford School District","=""0640011""","Out-of-School Suspension",5603,5793,5861,4883,3531
"Hartford School District","=""0640011""","Expulsion",74,105,92,104,82
"Hartford School District","=""0640011""","Bus Suspension",55,122,59,78,84
"Hartland School District","=""0650011""","In-School Suspension","*","*","*",0,"*"
"Hartland School District","=""0650011""","Out-of-School Suspension",0,0,0,0,"*"
"Hartland School District","=""0650011""","Expulsion",0,0,0,0,0
"Hartland School District","=""0650011""","Bus Suspension",0,0,"*","*",0
"Hebron School District","=""0670011""","In-School Suspension",6,0,"*","*",8
"Hebron School District","=""0670011""","Out-of-School Suspension",0,"*","*","*","*"
"Hebron School District","=""0670011""","Expulsion",0,0,0,0,0
"Hebron School District","=""0670011""","Bus Suspension",0,0,0,0,0
"Highville Charter School District","=""2860013""","In-School Suspension",19,0,12,18,156
"Highville Charter School District","=""2860013""","Out-of-School Suspension",0,"*",17,"*",103
"Highville Charter School District","=""2860013""","Expulsion",0,"*",0,0,0
"Highville Charter School District","=""2860013""","Bus Suspension",0,0,0,0,7
"Integrated Day Charter School District","=""2640013""","In-School Suspension",9,9,16,0,12
"Integrated Day Charter School District","=""2640013""","Out-of-School Suspension",16,"*",16,"*",11
"Integrated Day Charter School District","=""2640013""","Expulsion",0,0,0,0,0
"Integrated Day Charter School District","=""2640013""","Bus Suspension","*","*",0,0,"*"
"Interdistrict School for Arts and Comm District","=""2650013""","In-School Suspension",122,37,26,74,62
"Interdistrict School for Arts and Comm District","=""2650013""","Out-of-School Suspension",34,19,33,36,18
"Interdistrict School for Arts and Comm District","=""2650013""","Expulsion",0,0,"*",0,0
"Interdistrict School for Arts and Comm District","=""2650013""","Bus Suspension",0,0,0,7,0
"Jumoke Academy District","=""2610013""","In-School Suspension",12,65,88,100,99
"Jumoke Academy District","=""2610013""","Out-of-School Suspension",14,14,58,73,44
"Jumoke Academy District","=""2610013""","Expulsion",0,0,0,0,0
"Jumoke Academy District","=""2610013""","Bus Suspension",0,0,"*",0,"*"
"Kent School District","=""0680011""","In-School Suspension",0,0,0,0,"*"
"Kent School District","=""0680011""","Out-of-School Suspension",0,0,0,0,0
"Kent School District","=""0680011""","Expulsion",0,0,0,0,0
"Kent School District","=""0680011""","Bus Suspension",0,0,0,0,0
"Killingly School District","=""0690011""","In-School Suspension",502,733,538,453,350
"Killingly School District","=""0690011""","Out-of-School Suspension",118,132,73,46,71
"Killingly School District","=""0690011""","Expulsion",0,0,"*","*",0
"Killingly School District","=""0690011""","Bus Suspension",16,16,9,15,14
"Learn","=""2450014""","In-School Suspension",81,209,143,95,138
"Learn","=""2450014""","Out-of-School Suspension",83,108,72,91,125
"Learn","=""2450014""","Expulsion",0,0,"*",0,"*"
"Learn","=""2450014""","Bus Suspension",0,11,"*","*","*"
"Lebanon School District","=""0710011""","In-School Suspension",86,56,19,27,30
"Lebanon School District","=""0710011""","Out-of-School Suspension","*","*",0,16,13
"Lebanon School District","=""0710011""","Expulsion",0,0,"*","*","*"
"Lebanon School District","=""0710011""","Bus Suspension",0,"*","*",0,0
"Ledyard School District","=""0720011""","In-School Suspension",162,116,134,151,150
"Ledyard School District","=""0720011""","Out-of-School Suspension",37,40,54,74,42
"Ledyard School District","=""0720011""","Expulsion","*","*","*","*",0
"Ledyard School District","=""0720011""","Bus Suspension","*","*",0,0,"*"
"Lisbon School District","=""0730011""","In-School Suspension",24,19,"*","*",13
"Lisbon School District","=""0730011""","Out-of-School Suspension","*","*",0,0,0
"Lisbon School District","=""0730011""","Expulsion","*","*",0,0,0
"Lisbon School District","=""0730011""","Bus Suspension",0,0,0,0,0
"Litchfield School District","=""0740011""","In-School Suspension",75,65,48,70,63
"Litchfield School District","=""0740011""","Out-of-School Suspension",30,8,12,20,13
"Litchfield School District","=""0740011""","Expulsion","*",6,6,"*","*"
"Litchfield School District","=""0740011""","Bus Suspension","*",0,"*","*","*"
"Madison School District","=""0760011""","In-School Suspension",158,152,75,99,65
"Madison School District","=""0760011""","Out-of-School Suspension",24,42,19,25,9
"Madison School District","=""0760011""","Expulsion",0,6,0,"*","*"
"Madison School District","=""0760011""","Bus Suspension",0,"*","*","*","*"
"Manchester School District","=""0770011""","In-School Suspension",1211,1157,1073,846,926
"Manchester School District","=""0770011""","Out-of-School Suspension",550,481,467,341,379
"Manchester School District","=""0770011""","Expulsion",12,"*","*",14,10
"Manchester School District","=""0770011""","Bus Suspension",0,0,"*","*",7
"Mansfield School District","=""0780011""","In-School Suspension",28,19,15,36,43
"Mansfield School District","=""0780011""","Out-of-School Suspension","*",9,12,"*","*"
"Mansfield School District","=""0780011""","Expulsion",0,"*",0,"*",0
"Mansfield School District","=""0780011""","Bus Suspension","*","*","*",0,"*"
"Marlborough School District","=""0790011""","In-School Suspension","*",10,7,"*","*"
"Marlborough School District","=""0790011""","Out-of-School Suspension","*",0,0,0,0
"Marlborough School District","=""0790011""","Expulsion",0,0,0,0,0
"Marlborough School District","=""0790011""","Bus Suspension",0,"*",0,0,"*"
"Meriden School District","=""0800011""","In-School Suspension",3127,2307,1432,1224,652
"Meriden School District","=""0800011""","Out-of-School Suspension",977,1070,854,849,619
"Meriden School District","=""0800011""","Expulsion",35,14,11,"*","*"
"Meriden School District","=""0800011""","Bus Suspension","*",7,16,15,"*"
"Middletown School District","=""0830011""","In-School Suspension",517,557,377,492,547
"Middletown School District","=""0830011""","Out-of-School Suspension",308,421,279,274,320
"Middletown School District","=""0830011""","Expulsion","*",10,13,"*","*"
"Middletown School District","=""0830011""","Bus Suspension",25,16,28,18,42
"Milford School District","=""0840011""","In-School Suspension",562,597,520,533,660
"Milford School District","=""0840011""","Out-of-School Suspension",235,301,210,199,192
"Milford School District","=""0840011""","Expulsion","*","*",17,8,8
"Milford School District","=""0840011""","Bus Suspension",0,"*",0,"*",6
"Monroe School District","=""0850011""","In-School Suspension",48,42,46,52,56
"Monroe School District","=""0850011""","Out-of-School Suspension",22,29,32,25,35
"Monroe School District","=""0850011""","Expulsion","*",0,"*","*",0
"Monroe School District","=""0850011""","Bus Suspension",0,"*",0,0,0
"Montville School District","=""0860011""","In-School Suspension",777,213,128,112,116
"Montville School District","=""0860011""","Out-of-School Suspension",203,109,72,88,67
"Montville School District","=""0860011""","Expulsion","*",0,"*","*","*"
"Montville School District","=""0860011""","Bus Suspension",20,18,10,"*","*"
"Naugatuck School District","=""0880011""","In-School Suspension",886,383,512,519,432
"Naugatuck School District","=""0880011""","Out-of-School Suspension",351,351,367,293,262
"Naugatuck School District","=""0880011""","Expulsion",8,0,8,"*","*"
"Naugatuck School District","=""0880011""","Bus Suspension",9,"*","*","*",8
"New Beginnings Inc., Family Academy District","=""2800013""","In-School Suspension","*",94,79,"*",0
"New Beginnings Inc., Family Academy District","=""2800013""","Out-of-School Suspension",90,46,115,106,103
"New Beginnings Inc., Family Academy District","=""2800013""","Expulsion","*",0,0,0,0
